,content,annotation,extras
647,social network whore!,"{'notes': '', 'label': ['1']}",
648,why do i hate DMs? so many reasons... one is: you can't send them to someone if they're aren't following you. what a pain that is! :),"{'notes': '', 'label': ['1']}",
649,another reason I hate DMs is:  they ring in on my SMS even though they are often lame ads  and not urgent for the sender  nor myself!,"{'notes': '', 'label': ['1']}",
650,I responded and asked you  but yes it does vary. Some think gay marriage is immoral. I think those people are bigots.,"{'notes': '', 'label': ['1']}",
651,I hate you with the hate of a thousand hates. ;),"{'notes': '', 'label': ['1']}",
652,Now wait a second mr fanboy. You cant judge it without seeing it. You already think it sucks and its not even out.,"{'notes': '', 'label': ['1']}",
653,Clearly  manufacturers rarely use common sense to make customers happy  when they can easily just piss you off and make $$$$,"{'notes': '', 'label': ['1']}",
654,That really sucks I'm sorry. I'd get shitfaced with you but I'm stuck up here on the plateau.,"{'notes': '', 'label': ['1']}",
655,Fuck no  I don't feel silly. I worked hard for that.,"{'notes': '', 'label': ['1']}",
656,wow  bang bros was the ish...haven't watched it for a while tho! :). damn  now I wanna see that! LOL,"{'notes': '', 'label': ['1']}",
657,damn  prolly not! Now  I wanna know! LOL,"{'notes': '', 'label': ['1']}",
658,Well  DAMN...Thanx For NOTHING!,"{'notes': '', 'label': ['1']}",
659,listen to u...who's the FREAK now? LOL,"{'notes': '', 'label': ['1']}",
660,hmmm...I had a feeling bout u! but Damn No Label?? wow,"{'notes': '', 'label': ['1']}",
661,you COULD be jobless! Praise God for it! despite how much ya hate HOW it comes at least it's coming IN rather than OUT. LOL,"{'notes': '', 'label': ['1']}",
662,Ohhhh  jeez. That sucks... I hope she gets well!,"{'notes': '', 'label': ['1']}",
663,I don't have a damn clue what you're talking about. I'm just now on Better Halves.,"{'notes': '', 'label': ['1']}",
664,pussy!? :),"{'notes': '', 'label': ['1']}",
665,dang...i need to stop eatting cheese. Damn you kraft!,"{'notes': '', 'label': ['1']}",
666,"Oh jeez  I had mercifully forgotten about fatman.  Should have been ""assholeman-who-will-piss-everyone-completely-the-fuck-off.""","{'notes': '', 'label': ['1']}",
667,Sorry man  hope you stop ass bleeding soon. (wow that was awkward just thinking about it),"{'notes': '', 'label': ['1']}",
668,http://twitpic.com/t9za - Hahaha! that looks so emo...poor guy thats y i prefer drums,"{'notes': '', 'label': ['1']}",
669,"I guess that song represents Bono's ""dark"" period. Fuck saving them. Be happy with your wealth.","{'notes': '', 'label': ['1']}",
670,"I always respond to that use of gay by asking if the subject really is ""fag-o-licious"".","{'notes': '', 'label': ['1']}",
671,I hate nearly everything about the first two HP movies.,"{'notes': '', 'label': ['1']}",
672,George Lucas' Guide to Sucking Cock?,"{'notes': '', 'label': ['1']}",
673,Yah  after more tries than I want to cop to. Damn static in my place is making the laptop jump all over the fookin' place. AUGH!!,"{'notes': '', 'label': ['1']}",
674,Yah  you'd think I'd lose some FAT doing' all this shovelin'. But I guess eating brownies when I'm done negates something! Hah,"{'notes': '', 'label': ['1']}",
675,I had no clue...Damn  Homie!!!,"{'notes': '', 'label': ['1']}",
676,Damn! Break me off some bread!,"{'notes': '', 'label': ['1']}",
677,damn Dame lil Magic need some signings... He love Boobie,"{'notes': '', 'label': ['1']}",
678,Man!!! You got out that garage hit them stairs so damn fast!!!!! lmao!!! Im like look at this nicca... lol..,"{'notes': '', 'label': ['1']}",
679,Seriously! 'Oh Great  a giant American flag! WTF are we supposed to do with it? Fuck it  send it to Price is Right',"{'notes': '', 'label': ['1']}",
680,@nakedbard I always hated when people bought practical things like carpet or knife set. BUY THE FUCKING DALMATIAN PEOPLE!,"{'notes': '', 'label': ['1']}",
681,You know damn well your boss is going to leave early.  When the mouse is away . . .,"{'notes': '', 'label': ['1']}",
682,"a bolt flew of the trucks tire and hit my windshield. Cracked the fuck of of it.""","{'notes': '', 'label': ['1']}",
683,I hate you,"{'notes': '', 'label': ['1']}",
684,im not sure if i should taunt you with how awesome it is  or say im surprised it took this long to get snow hate twitters,"{'notes': '', 'label': ['1']}",
685,omg i would shop my ass off but that's because i have like zero long term goals :(,"{'notes': '', 'label': ['1']}",
686,Better than that shit ass falafel box you eat once a week  I'm sure ,"{'notes': '', 'label': ['1']}",
687,thank you  she's such a big baby. lol But such an incredible dog. hate to think of life without her pain in the butt self,"{'notes': '', 'label': ['1']}",
688,it really depends on the situation but when I get mad I just call old girl up and get the freak on,"{'notes': '', 'label': ['1']}",
689,Take Ur ass home,"{'notes': '', 'label': ['1']}",
690,HAHA...emo lawn.  I dig that!,"{'notes': '', 'label': ['1']}",
691,lol...i disagree...Dick in a Box got too built up for me. It's funnier now...but it wasn't when I saw it. :-( jiz in my pants rocks!,"{'notes': '', 'label': ['1']}",
692,on dude......a whale remember,"{'notes': '', 'label': ['1']}",
693,i am doing no such thing fuck you,"{'notes': '', 'label': ['1']}",
694,"You didn't imagine it. It was the ""get away from her you bitch"" climax scene being parodied.","{'notes': '', 'label': ['1']}",
695,we could call it nerd land and charge ppl 2bits a gander :),"{'notes': '', 'label': ['1']}",
696,yeah  fucking predictive text,"{'notes': '', 'label': ['1']}",
697,omg I know  everyone tells me I'm a twitter whore  lol,"{'notes': '', 'label': ['1']}",
698,Yeah  she did this huge ass rant to me about how i'm going to die alone and how i'm going to regret ever breaking up with her.,"{'notes': '', 'label': ['1']}",
699, doll  you know i'm fucking feelingggggg you!  thank god you'recoming this weekend so it forces these fuckers to get on it.,"{'notes': '', 'label': ['1']}",
700,"i don't know how to pronounce it  but it sounds like fucking jersey!""","{'notes': '', 'label': ['1']}",
701,"fuck xmas!  give and receive presents whenever feeling presentyyyy &lt;3""","{'notes': '', 'label': ['1']}",
702,Yeah  they seemed to have fixed most of the fail whale problems.,"{'notes': '', 'label': ['1']}",
703,Hell yeah the drunker the better...is drunker a word..more drunk? I think its more drunk? Fuck it our show is hood. drunkener,"{'notes': '', 'label': ['1']}",
704,fuck no  I don't want to be PM or even a politician. I'm just tired of getting anally raped without any lube.,"{'notes': '', 'label': ['1']}",
705,seriously. We're fucking SOFT in this country. The French wouldn't put up with this shit.,"{'notes': '', 'label': ['1']}",
706, pissed off? I'm ready to go Mumbai on their fucking asses. We're too soft. We need to start blowing shit up.,"{'notes': '', 'label': ['1']}",
707,ROFL! You got me. Monkey would totally kick Bruce Lee's ass. I bow down to your superior wisdom.,"{'notes': '', 'label': ['1']}",
708,"I wonder if can write ""Kevin Rudd Is A Cunt"" for the next 30?","{'notes': '', 'label': ['1']}",
709,they won't let us live anywhere without coming up our ass. I want to move  now ):A,"{'notes': '', 'label': ['1']}",
710,great :P that lady is a cunt  that serves me right for getting excited over something,"{'notes': '', 'label': ['1']}",
711,FUCK YEAH RYAN ROSS. il his lyrics way more than wbeckett's tbh  i donut care if they make no sense. BTW rolling stone FAILS.,"{'notes': '', 'label': ['1']}",
712,fuck u asshole we aint even watchin the game shyt we slda goten closer so i cn c betr.how r those cheerleaders 4 ya,"{'notes': '', 'label': ['1']}",
713,ud lyk it if they suxd ur dick.bt id kill them rit b4 i killed u.,"{'notes': '', 'label': ['1']}",
714,hes goin dwn!we cld kick his ass n dominate him,"{'notes': '', 'label': ['1']}",
715,maybe he sldnt cum out in his mofo boxers n dance around hes guna b jumpin around n his junk fall out,"{'notes': '', 'label': ['1']}",
716,"yeah..what is it that u called me? ""ass clown"" LMAO..i was like uhhhh welllll then hahahaah","{'notes': '', 'label': ['1']}",
717,Ohhh I hate snow days because then we have to make them up later.,"{'notes': '', 'label': ['1']}",
718,WOOT!! 8 pounds is AWESOME! YES  you can! 1 pound at a time... I need to get my ass in gear ;),"{'notes': '', 'label': ['1']}",
719,damn  why don't all harem leads shout that  kouhai~? would be interesting the resulting chaos,"{'notes': '', 'label': ['1']}",
720,@icystorm I think the thing to note here is that everyone has an emo phrase re: romance in high school and eventually it blows over,"{'notes': '', 'label': ['1']}",
721,"What happened in '93? (Also  I would have accepted ""29-5-4 bitch"")","{'notes': '', 'label': ['1']}",
722,"Sure glad you found something better to listen to. Would hate to hear you make the news ""that"" way","{'notes': '', 'label': ['1']}",
723,Awesome...Love it or Hate it...An Atmospher of Change...is HERE,"{'notes': '', 'label': ['1']}",
724,Top three tips: 1) scan updates  2) pay more attention to @ replies and 3) set time limits before it sucks your day! ;),"{'notes': '', 'label': ['1']}",
725,I find the exact opposite to be true.  I can review a book I hate in fifteen minutes.  Good books take hours.,"{'notes': '', 'label': ['1']}",
726,that's the coolest damn thing yet! Have you put it on your own website yet? Its a pretty simple ap  just don't use huge pics,"{'notes': '', 'label': ['1']}",
727,Yeah  I was teasing Dad  he got a new snow blower  and I said as much as I hate rain  I don't have to shovel it  get home and SNOW!!,"{'notes': '', 'label': ['1']}",
728, OH AND!   that guy in dark knight totally was wearing guy liner... he's gay!,"{'notes': '', 'label': ['1']}",
729, Because they are FUCKING DUMB and annoying,"{'notes': '', 'label': ['1']}",
730,Damn how u burn spaghetti?,"{'notes': '', 'label': ['1']}",
731,- Oh  yikes!  I hate that.  Will she willingly use the toilet for it?  My boys won't.,"{'notes': '', 'label': ['1']}",
732,She says i have gubgivits? teeth thingies and she stole more blood. every six months with the blood stealing it sucks.,"{'notes': '', 'label': ['1']}",
733,will ferrell can suck my dick. go on yim!!!,"{'notes': '', 'label': ['1']}",
734,church can also suck my dick.,"{'notes': '', 'label': ['1']}",
735,seriously. so precious. I laugh every time i think of Nate rocking out to that shitty ass band.,"{'notes': '', 'label': ['1']}",
736,I may hate you a lot right now. Please die? :D,"{'notes': '', 'label': ['1']}",
737,hahahahahahjdshgskdg I hate you. So much.,"{'notes': '', 'label': ['1']}",
738,my job has made me feel like a tool so i am trying to change how i consume things. fucking cvs.,"{'notes': '', 'label': ['1']}",
739,holy fuck. i would just make pasta or something if i were you  that is ridiculous.,"{'notes': '', 'label': ['1']}",
740,if you're going to have to spend that much for a fucking pizza  at least go to mellow mushroom or somewhere not disgusting.,"{'notes': '', 'label': ['1']}",
741,Frankly  I'm shocked that they use coal at all around here... HELLO!!! Hydro anyone? There's a fucking OCEAN right there!,"{'notes': '', 'label': ['1']}",
742,work on this glorous sat. with this crazy ass shoppers,"{'notes': '', 'label': ['1']}",
743,what happens when you run out of Word of the Gay words. :),"{'notes': '', 'label': ['1']}",
744,THAT WAS FUCKING EPIC.,"{'notes': '', 'label': ['1']}",
745,I nominate @PhillyD for a Shorty Award in #entertainment because he's emo.,"{'notes': '', 'label': ['1']}",
746,admit it. You're secretly in training for RSA. @beaker who? I can see it now: Cigar  red-bull  and can of whoop-ass. Nice.,"{'notes': '', 'label': ['1']}",
747,lol yeah  I coulda told you that cuz I'm a big fucking dorkass about that movie as wel all very well know :) I actually had a dream,"{'notes': '', 'label': ['1']}",
748,meeting friend for lunch/coffee. Getting hair cut (although I hate that bit) and my works do in the evening!,"{'notes': '', 'label': ['1']}",
749,yea..brang yo ass down  son :) I'll be @ Essence again...Staying @ the W! (thanxxxxxx Sony woop woop n da poop poop),"{'notes': '', 'label': ['1']}",
750,I hate weddings.. u shud be grateful for being male  not worrying about what u got to wear.,"{'notes': '', 'label': ['1']}",
751,Dick Whittington's Lolcat: I WAS DOIN CAPS FOR LOLSPEAK  SORRY FER CONFYUSHION :( #twitpanto,"{'notes': '', 'label': ['1']}",
752,http://twitpic.com/vk9k - Dick Whittington's Lolcat: NICE SPACE TROUSRS  BOSS #twitpanto,"{'notes': '', 'label': ['1']}",
753,twins! we've been watching this one guy  he sucks with a hammer,"{'notes': '', 'label': ['1']}",
754,PETA is an ass in the article  D. Big time.,"{'notes': '', 'label': ['1']}",
755,canadians always make me think shut your fucking face uncle fucker!   http://kenny.smoovenet.com/grabpics/terrance.gif,"{'notes': '', 'label': ['1']}",
756,oh in that case. WTF  thats some ugly ass shit to do.,"{'notes': '', 'label': ['1']}",
757,"""midget w/a hookhand hangin off your collar"" IM FUCKING DEAD. BURY ME. D-E-A-D DEAD.","{'notes': '', 'label': ['1']}",
758,i hate people sometimes-today is one of those more than usual days,"{'notes': '', 'label': ['1']}",
759,YES. the thing is big enough for my ass plus another half. its like my parents couch.,"{'notes': '', 'label': ['1']}",
760,well shit then I know I'll catch on ... who the fuck wouldn't be interested in what I have to say.. LOL!,"{'notes': '', 'label': ['1']}",
